intern,DatasetID,Warning Message,Error Message,has_visualization,No papers linked - hard to find other data,"Multiple Papers linked, none match NEMAR",HED anotation,Participants,Age range,Dataset size,Number of files,Number of sessions, Scans/session,Type of subjects,Format,Modality,additional modality,EEG Modality,MEG Modality,iEEG modality,Has MRI,Has EOG,Has Behavioral,Has fMRi,Has EcOg,Has DBS,Has SMI,Has EMG,Has TMS,Has ECG,Has SEEG,Has VEOG,Has fNIRS,Has Blood Tests,Eye tracking,Other (put in name),EEG channels,10-20,MEG channels,ECG channels,Ecog channels,EMG channels,EOG channels,MEG REF channels,SEEG channel,Trigger,Misc Channels,Type of data,Modality of experiment,FOR FIGURE - modality of exp,Type of experiment,FOR FIGURE - type of exp,Tasks,Paper of Interest,BIDS version,First author state,Author country,Authors from multiple institutions,Authors from multiple institutions in different state/country,Published date,Uploaded by,Date last update,Dataset DOI,References and links,License,On Brainlife.org,Funding,Ethics Approvals,IRB
Viraaj,ds002158,The dataset indicates it contains data epochs but the actual data is continuous.,,TRUE,,,No,20,20-32,0.082 TB,949,1,8,Healthy,".eeg, .Rhistory, .vhdr, .vmrk","fMRI, EEG",behavioral,X,,,,,X,,,,,,,,,,,,,,63,10-20,,,,,,,,,,continuous,Visual,Visual,Confidence,Affect,"main, rest ",https://www.pnas.org/doi/full/10.1073/pnas.1918335117,1.1.1,Geneva,Switzerland,N,N,2020-03-19 13:15:51,Michael Pereira,,10.18112/openneuro.ds002158.v1.0.2,"Pereira, M., Faivre, N., Iturrate, I., Wirthlin, M., Serafini, L., Martin, S., Desvachez, A., Blanke, O., Van De Ville, D., Millan, JdR. (2018). Disentangling the origins of confidence in speeded perceptual judgments through multimodal imaging (2020). Proceedings of the National Academy of Science, 117 (15) pp 8382-8390 https://doi.org/10.1073/pnas.1918335117",CC0,TRUE,Bertarelli Foundation ===NEMAR-SEP=== Swiss National Science Foundation,,
Liz,ds002833,The dataset indicates it contains data epochs but the actual data is continuous.,,FALSE,Yes,,No,20,20-40,0.043 TB,623,4,0,,".eeg, .vhdr, .vmrk","channels, eeg, electrodes, events",n/a,X,,,,,,,,,,,,,,,,,,,257,10-20,,,,,,,,,,continuous,"Audio, Memory",Auditory,Naming,Decision-making,PicturesNaming,,2.1,Lausanne,Switzerland,Y,Y,2020-07-17 20:54:59,Ahmad Mheich,,10.18112/openneuro.ds002833.v1.0.0,,CC0,TRUE,,,
Liz,ds003190,"This dataset contains both .set and .vhdr files. It is unclear which ones are the correct ones or if the data is identical in both files. Proceed with caution. 2 files iout of 384 have channel locations which are not defined. Also, the dataset indicates it contains data epochs but the actual data is continuous.",,TRUE,,,No,19,,0.001 TB,1685,3,7,,".eeg, .vhdr, .vmrk","channels, eeg, events",n/a,X,,,,,,,,,,,,,,,,,,,,10-20,,,,,,,,,7,continuous,Visual,Visual,Visual perception,Perception,cnos,,1.2,Zapopan,Mexico,Y,Y,2020-10-01 5:10:17,Juan David Chailloux Peguero,,10.18112/openneuro.ds003190.v1.0.1,,CC0,TRUE,,,
Liz,ds003374,The dataset indicates it contains data epochs but the actual data is continuous.,,FALSE,,,No,9,19-48,0 TB,104,1,1,drug-resistant mesial temporal lobe epilepsy,".edf, .eeg, .vhdr, .vmrk",iEEG,n/a,,,X,,,,,,,,,,,,,,,,,,other,,,,,,,4,,,continuous,Visual,Visual,Fear,Affect,jokeit,,1.4.0,Moscow,Russia,Y,Y,2020-11-11 18:39:48,Ece Boran,,10.18112/openneuro.ds003374.v1.1.1,"Fedele, T., Tzovara, A., Steiger, B., Hilfiker, P., Grunwald, T., Stieglitz, L., Jokeit, H., Sarnthein, J., 2020. The relation between neuronal firing, local field potentials and hemodynamic activity in the human amygdala in response to aversive dynamic visual stimuli. Neuroimage 213, 116705. https://doi.org/10.1016/j.neuroimage.2020.116705 ===NEMAR-SEP=== Fedele, T., Boran, E., Chirkov, V., Hilfiker, P., Grunwald, T., Stieglitz, L., Jokeit, H., Sarnthein, J., 2020. Dataset of neurons and intracranial EEG from human amygdala during aversive dynamic visual stimulation. G-node. https://gin.g-node.org/USZ\_NCH/Human\_Amygdala\_MUA\_sEEG\_FearVideo",CC0,FALSE,"Swiss National Science Foundation, SNSF 320030\_156029 ===NEMAR-SEP=== Mach-Gaensslen Stiftung ===NEMAR-SEP=== Stiftung für wissenschaftliche Forschung an der Universität Zürich ===NEMAR-SEP=== Forschungskredit der Universität Zürich ===NEMAR-SEP=== Russian Federation for Basic Research, RFBR 20-015-00176 A",Kantonale Ethikkommission Zürich (PB-2016-02055),
Liz,ds003420,,,FALSE,,,No,23,19-40,0.051 TB,875,2,2,"healthy, right-handed",".eeg, .vhdr, .vmrk",EEG,n/a,X,,,,,,,,,,,,,,,,,,,256,10-20,,,,,,,,,,continuous,Visual,Visual,Recognition/Speech  ,Perception,"Naming, Spelling",https://www.nature.com/articles/s41597-021-00821-1,1.2,Rennes,France,Y,Y,2020-12-08 22:53:32,EBN Lab,,10.18112/openneuro.ds003420.v1.0.2,"Kabbara, A., Falou, W. E., Khalil, M., Wendling, F. & Hassan, M. The dynamic functional core network of the human brain at rest. Sci. Rep. 7, 2936 (2017) ===NEMAR-SEP=== Hassan, M. et al. Dynamic reorganization of functional brain networks during picture naming. Cortex 73, 276?288 (2015). ===NEMAR-SEP=== Mheich, A. et al. Spatiotemporal analysis of brain functional connectivity. in 6th European Conference of the International Federation for Medical and Biological Engineering 934?937 (Springer, 2015). ===NEMAR-SEP=== Mheich, A. et al. SimiNet A Novel Method for Quantifying Brain Network Similarity. IEEE Trans. Pattern Anal. Mach. Intell. 40, 2238?2249 (2018). ===NEMAR-SEP=== Rizkallah, J. et al. Dynamic reshaping of functional brain networks during visual object recognition. J. Neural Eng. 15, 056022 (2018).",CC0,TRUE,,,
Liz,ds003421,The dataset indicates it contains data epochs but the actual data is continuous.,,FALSE,,,No,20,20-40,0.042 TB,938,4,0,"healthy, right-handed",".eeg, .vhdr, .vmrk",EEG,n/a,X,,,,,,,,,,,,,,,,,,,257,10-20,,,,,,,,,,continuous,"Audio, Visual",Multisensory,Naming,Decision-making,PicturesNaming,,1.2,Rennes,France,Y,Y,2020-12-08 23:04:00,EBN Lab,,10.18112/openneuro.ds003421.v1.0.2,"Kabbara, A., Falou, W. E., Khalil, M., Wendling, F. & Hassan, M. The dynamic functional core network of the human brain at rest. Sci. Rep. 7, 2936 (2017) ===NEMAR-SEP=== Hassan, M. et al. Dynamic reorganization of functional brain networks during picture naming. Cortex 73, 276?288 (2015). ===NEMAR-SEP=== Mheich, A. et al. Spatiotemporal analysis of brain functional connectivity. in 6th European Conference of the International Federation for Medical and Biological Engineering 934?937 (Springer, 2015). ===NEMAR-SEP=== Mheich, A. et al. SimiNet A Novel Method for Quantifying Brain Network Similarity. IEEE Trans. Pattern Anal. Mach. Intell. 40, 2238?2249 (2018). ===NEMAR-SEP=== Rizkallah, J. et al. Dynamic reshaping of functional brain networks during visual object recognition. J. Neural Eng. 15, 056022 (2018).",CC0,TRUE,,,
Viraaj,ds004368,"The dataset indicates that it contains data epochs; however, it is labeled as a raw dataset. It is improbable for it to be a raw dataset, but rather a processed dataset.",,FALSE,,,No,39,19-62,0.001 TB,206,2,0,"healthy, schizophrenia",".fdt, .set",EEG,behavioral,X,,,,,X,,,,,,,,,,,,,,63,10-20,,,,,,,,,,continuous,Visual,Visual,Visual discrimination,Perception,task,,1.1.1,Grenoble,France,Y,N,2022-12-15 13:00:15,Martin Rouy,,doi:10.18112/openneuro.ds004368.v1.0.2,,CC0,FALSE,,,
Viraaj,ds003568,,,FALSE,,,No,51,12-19,123.4 GB,3707,1,3,adolescents (healthy and depressed),".acq, .bak, .cfg, .cls, .de, .eeg, .hc, .hist, .infods, .meg4, .mrk, .newds, .res4, .segments, .xml, .ds","MEG, MRI",n/a,,X,,X,,,,,,,,,,,,,,,,2,other,272,,,,,28,,1,,epoch,visual  ,Visual,emotion/mood manipulation,Affect,"mmi3, rest",https://www.biorxiv.org/content/10.1101/2021.03.04.433969v1,1.2.0,Maryland,United States,Y,N,2021-03-16 21:47:34,Lucrezia Liuzzi,,doi:10.18112/openneuro.ds003568.v1.0.4,https://doi.org/10.1093/cercor/bhab417,CC0,TRUE,Intramural Research Program of the National Institute of Mental Health National Institutes of Health (NIH) (Grant No. ZIA-MH002957-01 [to AS]),NIH Institutional Review Board,
Viraaj,ds004460,The dataset indicates it contains data epochs but the actual data is continuous.,,FALSE,,,No,20,21-34,59.1 GB,346,2,0,healthy,".eeg, .vhdr, .vmrk",EEG,motion capture,X,,,,,,,,,,,,,,,,,,motion capture,160,other,,,,,,,,,,continuous,visual,Visual,spatial orientation,Perception,Rotation,,n/a,Berlin,Germany,N,N,2023-02-03 9:56:13,Sein Jeung,,doi:10.18112/openneuro.ds004460.v1.1.0,Human cortical dynamics during full-body heading changes ===NEMAR-SEP=== https://doi.org/10.1038/s41598-021-97749-8,CC0,FALSE,"the German Research Foundation (DFG) Grant No. GR 2627/8-1, Open Access funding enabled and organized by Projekt DEAL.","The experimental procedures were approved by the local ethics committee (Technische Universität Berlin, Germany) and the research was performed in accordance with the ethics guidelines. The study was conducted in accordance to the Declaration of Helsinki and all participants signed a written informed consent.",
Kayla,ds004519,,,FALSE,,,No,40,,0.013 TB,286,1,0,Florida Atlantic University community,".fdt, .set",EEG,n/a,X,,,,,,,,,,,,,,,,,,,62,10-20,,,,,,,,,,continuous,Visual ,Visual,Attentional,Attention,ProAntiCue,,1.8.0,Nevada,USA,y,y,2023-03-04 1:33:53,Edward Ester,,doi:10.18112/openneuro.ds004519.v1.0.1,https://www.biorxiv.org/content/10.1101/2022.07.05.498906v4.abstract,CC0,FALSE,,,
Kayla,ds004520,"The dataset indicates that it contains data epochs; however, it is labeled as a raw dataset. It is improbable for it to be a raw dataset, but rather a processed dataset.",,FALSE,,,No,33,,0.011 TB,235,1,0,Florida Atlantic University community,".fdt, .set",EEG,n/a,X,,,,,,,,,,,,,,,,,,,62,10-20,,,,,,,,,,continuous,Visual ,Visual,Memory,Memory,Retrocue,,1.8.0,Nevada,USA,y,y,2023-03-06 17:31:31,Edward Ester,,doi:10.18112/openneuro.ds004520.v1.0.1,https://www.biorxiv.org/content/10.1101/2022.08.12.503778v3.abstract,CC0,FALSE,,,
Kayla,ds004521,"The dataset indicates that it contains data epochs; however, it is labeled as a raw dataset. It is improbable for it to be a raw dataset, but rather a processed dataset.",,FALSE,,,No,34,,0.011 TB,242,1,0,Florida Atlantic University community,".fdt, .set",EEG,n/a,X,,,,,,,,,,,,,,,,,,,62,10-20,,,,,,,,,,continuous,Visual ,Visual,Memory/ motor,Motor,Postcues,,1.8.0,Nevada,USA,y,y,2023-03-07 18:35:41,Edward Ester,,doi:10.18112/openneuro.ds004521.v1.0.1,https://www.biorxiv.org/content/10.1101/2022.08.12.503778v3.abstract,CC0,FALSE,,,
Kayla,ds004554,"The dataset indicates that it contains data epochs; however, it is labeled as a raw dataset. It is improbable for it to be a raw dataset, but rather a processed dataset.",,FALSE,,,No,16,18-70,0.009 TB,101,1,0, Healthy native french speakig men,.set,EEG,n/a,X,,,,,,,,,,,,,,,,,,,99,10-20,,,,,,,,,,continuous,Visual ,Visual,Categorizing- picture naming,Decision-making,picturenaming,,1.8.0,Villeurbanne,France ,n,n,2023-04-21 16:15:57,Binbin XU,,doi:10.18112/openneuro.ds004554.v1.0.4,"Characterization of spatiotemporal dynamics in EEG data during picture naming with optical flow patterns. {Volpert, V.; Xu, B.; Tchechmedjiev, A.; Harispe, S.; Aksenov, A.; Mesnildrey, Q. & Beuter, A.}. {Mathematical Biosciences and Engineering, 2023, 20, 11429-11463}. https://doi.org/10.3934/mbe.2023507",CC0,FALSE,,EEG data collection was approved by the ethical committee CER Grenoble Alpes-Avis-2020-09-01-3,
Kayla,ds004752,The dataset indicates it contains data epochs but the actual data is continuous.,,TRUE,,,No,15,18 - 56,0.011 TB,904,8,1,epilepsy patients undergoing intracranial monitoring ,.edf,"iEEG, EEG",n/a,X,,X,,,,,,,,,,,,,,,,,19,10-20,,,,,,,,,,continuous,Audio,Auditory,Memory,Memory,verbalWM,,1.4.0,Zurich,Switzerland,y,n,2023-09-13 16:26:52,Vasileios S. Dimakopoulos,,doi:10.18112/openneuro.ds004752.v1.0.1,"Vasileios Dimakopoulos, Pierre Mégevand, Lennart H Stieglitz, Lukas Imbach, Johannes Sarnthein (2022) Information flows from hippocampus to auditory cortex during replay of verbal working memory items eLife 11:e78677. https://doi.org/10.7554/eLife.78677",CC0,FALSE,"Swiss National Science Foundation, SNSF 204651 ===NEMAR-SEP=== Alexander S Onassis Foundation PhD Scholarship","The participants provided written informed consent for the study, which was approved by the institutional ethics review board (PB 2016–02055).",
Kayla,ds004771,"The dataset indicates that it contains data epochs; however, it is labeled as a raw dataset. It is improbable for it to be a raw dataset, but rather a processed dataset.",,FALSE,,,No,61,18 - 33,0.001 TB,327,1,0,healthy right-handed individuals with normal vision,.edf,EEG,knowledge test,X,,,,,,,,,,,,,,,,,,knowledge test,34,10-20,,,,,,,,,,continuous,Visual (reading),Visual,Understanding,Decision-making,PY,,1.8.0,Washington,USA,n,n,2023-09-25 3:48:57,Iris Kuo,,doi:10.18112/openneuro.ds004771.v1.0.0,See manuscript,CC0,FALSE,"Office of Naval Research, Cognitive Science of Learning program (N00014-20-1-2393)",All experimental procedures were approved by the University of Washington Institutional Review Board,
Kayla,ds004785,The dataset indicates it contains data epochs but the actual data is continuous.,,,,,No,17,,0 TB,74,1,0,healthy young adults (from Emory University and nearby),.set,EEG,n/a,X,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,continuous,Motor,Motor,Balance,Motor,unnamed,,1.8.0,Georgia,USA,y,y,2023-10-02 13:59:41,Scott Boebinger,,doi:10.18112/openneuro.ds004785.v1.0.1,,CC0,FALSE,,,
Peter,ds005121,n/a,,,,,No,34,18-29 ,9 GB,272,1,2,healthy patients from University of Pennsylvania campus,".eeg, .vhdr, .vmrk",EEG,n/a,X,,,,,,,,,,,,,,,,,,,58,,,,,2,2,,,,3,continuous,sleep,Sleep,Memory,Memory,Siefert2024,,1.2,Pennsylvania,USA,Y,N,2024-05-02 19:42:50,Elizabeth M. Siefert,,doi:10.18112/openneuro.ds005121.v1.0.2,,CC0,FALSE,,,
Peter,ds004917,n/a,,FALSE,,,No,53,18-31,37.5 GB,874,1,0,healthy volunteers,".bval, .bvec, .eeg, .vhdr, .vmrk","MRI, EEG",fMRI,X,,,X,,,X,,,,,,,,,,,,,66,other,,,,,,,,,,continuous,"visual, audio",Multisensory,decision,Decision-making,$ProbabilisticDecisionMakingTask,,1.9.0,Desarrollo,Chile,N,N,2024-05-23 16:20:23,Alejandra Figueroa-Vargas,,doi:10.18112/openneuro.ds004917.v1.0.1,GitHub repository: https://github.com/neurocics/LAN_current ===NEMAR-SEP=== OSF repository: https://osf.io/zd3g7/ ===NEMAR-SEP=== Valdebenito-Oyarzo et al. (2024) Plos Biology: https://doi:10.1371/journal.pbio.3002452,CC0,FALSE,ANID FONDECYT 11140535 ===NEMAR-SEP=== ANID FONDECYT 1181295 ===NEMAR-SEP=== ANID FONDECYT 1211227 ===NEMAR-SEP=== ANID FONDEQUIP EQM150076,"IRB #2020-67 Comite Etico Cientifico, Universidad del Desarrollo, Chile (https://medicina.udd.cl/comite-etico-cientifico/)",yes
Peter,ds004624,The dataset indicates it contains data epochs but the actual data is continuous.,,FALSE,,,No,2,,1 GB,1230,7,4,healthy,".nii, .tdat, .tidx, .tmet, .mefd, .segd, .timd","iEEG, MRI",anatomical landmarks,,,X,X,,,,,,,,,,,,,,,anatomical landmarks,,other,,,,,,,,,,continuous,neuromodulation + electrical stimulation,Stimulation,Neuroimaging,Neuroimaging,,,Brain Imaging Data Structure Specification v1.8.0,Brno,Czechia,Y,Y,2023-06-30 21:13:17,Filip Mivalt,,doi:10.18112/openneuro.ds004624.v1.2.2,,CC0,FALSE,NIH U01NS128612,IACUC A00001713,
Peter,ds004796,n/a,,,,,No,79,50-63,240.2 GB,2056,1,0,subjects with risk alleles for APOE/PICALM genes,".eeg, .vhdr, .vmrk","MRI, EEG",blood tests,X,,,X,,,,,,,,,,,,,X,,,,,,,,,,,,,,continuous,Visual,Visual,Memory,Memory,"msit, sternberg, rest ",https://www.nature.com/articles/s41597-024-03106-5,1.0.2,Warsaw,Poland,N,N,2024-02-18 10:39:31,Patrycja Dzianok,,doi:10.18112/openneuro.ds004796.v1.0.8,,CC0,FALSE,Polish National Science Center (NCN) grant no. 2018/31/N/HS6/03551,"This study was approved by the Bioethics Committee of the Nicolaus Copernicus University in Torun at the Ludwik Rydygier Collegium Medicum in Bydgoszcz, Poland (KB 684/2019)",yes
Peter,ds004796,n/a,,,,,No,79,50-63,240.2 GB,2056,1,0,subjects with risk alleles for APOE/PICALM genes,".eeg, .vhdr, .vmrk","MRI, EEG",blood tests,X,,,X,,,,,,,,,,,,,X,,,,,,,,,,,,,,continuous,Resting state,Resting state,Neuroimaging,Neuroimaging,rest ,https://www.nature.com/articles/s41597-024-03106-5,1.0.2,Warsaw,Poland,N,N,2024-02-18 10:39:31,Patrycja Dzianok,,doi:10.18112/openneuro.ds004796.v1.0.8,,CC0,FALSE,Polish National Science Center (NCN) grant no. 2018/31/N/HS6/03551,"This study was approved by the Bioethics Committee of the Nicolaus Copernicus University in Torun at the Ludwik Rydygier Collegium Medicum in Bydgoszcz, Poland (KB 684/2019)",yes
Peter,ds005170,The raw data folders contains both EEGLAB and EDF data. Use the EDF data as the EEGLAB one has had sections of data removed.,,TRUE,yes,,No,3,22-30,52.4 GB,139,5,45,,.edf,EEG,n/a,X,,,,,,,,,,,,,,,,,,,,10-20,,,,,,,,,,continuous,visual reading,Visual,imagination of speech,other,imagined speech,,1.6.0,Georgia,USA,Y,N,2024-05-24 8:20:28,???,,doi:10.18112/openneuro.ds005170.v1.0.1,,CC0,FALSE,National Natural Science Foundation of China under Grants 62176079,HIT2024035,
Bay,ds001810,n/a,,TRUE,,Yes,No,47,,0.049 TB,1678,6,0,Healthy,".eeg, .vhdr, .vmrk","channels, eeg, events","tDCS, ECG, respiration, ocular, EMG, head motion",X,,,,,,,,,,X,,X,,,,,,"tDCS, respiration, ocular, head motion",64,10-20,,,,,,,,,9,continuous,Stimulation,Stimulation,"Bifrontal montage, anodal M1SO montage, extended stimulation time, over alternating stimulation polarities",Neuroimaging,Attentional blink,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8794161/,v1.2.0-dev,Amsterdam,The Netherlands,Y,Y,2019-05-28 11:48:47,Leon Reteig,,10.18112/openneuro.ds001810.v1.1.0,"1. Noury, N., Hipp, J. F., & Siegel, M. (2016). Physiological processes non-linearly affect electrophysiological recordings during transcranial electric stimulation. NeuroImage. http://doi.org/10.1016/j.neuroimage.2016.03.065 ===NEMAR-SEP=== 2. Gebodh, N., Esmaeilpour, Z., Adair, D., Chelette, K., Dmochowski, J., Woods, A. J., … Bikson, M. (2019). Inherent physiological artifacts in EEG during tDCS. NeuroImage, 185(September 2018), 408–424. http://doi.org/10.1016/j.neuroimage.2018.10.025",CC0,TRUE,NWO Research Talent Grant 406-12-079,"The experiment and recruitment took place at the University of Amsterdam. All procedures for this study were approved by the ethics review board of the Faculty for Social and Behavioral Sciences, and complied with relevant laws and institutional guidelines. All participants provided their written informed consent and were compensated with course credit or €10 per hour (typically €65 for completing two full sessions).",yes
Bay,ds003703,n/a,,FALSE,,Yes,No,34,18-38,0.099 TB,448,1,2,"non-specific, seems healthy ",.fif,MEG,"ECG, EOG, TRIGGER, MISC ",,X,,,X,,,,,,,,X,,,,,,,,other,306,1,,,2,,,4,1,continuous,Audio,Auditory,memory,Memory,"listeningToSpeech, rest",https://www.sciencedirect.com/science/article/abs/pii/S0010945221003178,1.4.0,Moscow,Russia,Y,Y,2021-06-23 7:43:39,Evgenii Kalenkovich,,10.18112/openneuro.ds003703.v1.0.0,,CC0,TRUE,"The study has been funded by the International Laboratory for Social Neuroscience of the Institute for Cognitive Neuroscience HSE, RF Government grant # 075-15-2019-1930.",need access to paper,
Kayla,ds004661,n/a,,FALSE,,Yes,Yes,17,,1.4 GB,90,1,0,,".fdt, .set",EEG,,X,,,,,,,,,,,,,,,,,,"TRIGGER, MISC ",64,10-20,,,,,,,,,,continuous,visual,Visual,memory,Memory,nback,,1.8.0,Maryland,USA,y,y,2023-08-05 16:56:43,Kevin King,,doi:10.18112/openneuro.ds004661.v1.0.1,,CC0,FALSE,,All procedures performed in studies involving human participants were in accordance with the ethical standards of the Institutional Review Board of the United States Army Research Laboratory and with the 1964 Helsinki Declaration and its later amendments or comparable ethical standards.,Yes
Viraaj,ds004252,n/a,,TRUE,,,No,1,,4.3 GB,7,1,0,healthy,".eeg, .vhdr, .vmrk",EEG,n/a,X,,,,,,,,,,,,,,,,,,,128,10-20,,,,,,,,,,continuous,Visual,Visual,Visual perception,Perception,image sequences,https://osf.io/preprints/psyarxiv/wp73u,1.6.0,Sydney,Australia,N,N,2022-08-17 9:52:46,Denise Moerel,,doi:10.18112/openneuro.ds004252.v1.0.2,"Moerel D., Grootswagers T., Robinson A.K., Engeler P., Holcombe A.O., Carlson T.A. (2022). Rotation-tolerant representations elucidate the time-course of high-level object processing. PsyArXiv, wp73u ===NEMAR-SEP=== Pre-print: https://doi.org/10.31234/osf.io/wp73u ===NEMAR-SEP=== OSF: https://osf.io/r93es",CC0,TRUE,,"The study was approved by the ethics committe of the Univeristy of Syndey, and partipants privided imformed consent",Yes
Liz,ds002001,n/a,,FALSE,Yes,,No,10,,81.7 GB,1001,7,7,,".acq, .cfg, .cls, .de, .hc, .hist, .infods, .meg4, .mrk, .newds, .nii, .pos, .res4, .segments, .ds","MEG, MRI",n/a,,X,,X,,,,,,,,,,,,,,,,,other,,,,,,,,,,continuous,visual,Visual,binocular rivalry,Perception,"rivalry, noise",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0218529,1.1.1,"Montreal, Quebec",Canada,Y,N,2019-06-28 18:20:34,Beth Bock,,10.18112/openneuro.ds002001.v1.0.0,,PD,TRUE,," The experiments were approved by the Research Ethics Board of the Montreal Neurological Institute (Protocol NEU-12-049), and all participants provided written informed consent.",Yes
Peter,ds004012,n/a,,n/a,,Yes,No,30,22-58,78.3 GB,949,1,0,,.fif,MEG,n/a,,X,,,,,,,,,,,,,,,,,,61,n/a,306,,,1,,,,3,12,continuous,audio,Auditory,attentional,Attention,"rest01, stim02, stim01, stim03, stim06, stim04, stim05, stim07, rest02, stim08",,1.6.0,Kelantan,Malaysia,N,N,2023-12-21 17:05:19,MUHAMMAD HAKIMI BIN MOHD. RASHID,,doi:10.18112/openneuro.ds004012.v1.0.0,"Mustapha, M., Rani, N. S. A., Reza, M. F., Wan Daud, W. N., & Ghani, M. A. A. (2016). Neurotechnological Advances in Exploring Melodic Recitation of the Noble Quran: Uncovering the Neural Circuitry in the Human Brain. 229-235. doi:10.1007/978-981-287-778-9_15. (Springer) ===NEMAR-SEP=== http://usmrewardantirewardteam.com/neuroquran-research-group",CC0,FALSE,The study has been funded by the USM Research Grant for Fundamental Neuroscience–Neurobehaviour (BrainReward and Anti-Reward) (1002/CNEURO/910114) and USM Research University Grant (1001.PPSP.812189),,
Bay,ds004075,n/a,,TRUE,,,No,29,,0.008 TB,466,1,12,,".eeg, .vhdr, .vmrk",EEG,,X,,,,,,,,,,,,,,,,,,,64,10-20,,,,,,,,,,,,,,,"context03, context09, context10, context11",,v1.7.0,Budapest,Hungary,Y,Y,2022-03-18 1:48:59,Adam Boncz,,doi:10.18112/openneuro.ds004075.v1.0.0,,CC0,TRUE,"Hungarian Academy of Sciences, grant LP2012-36/2012 (IW) ===NEMAR-SEP=== National Research, Development and Innovation Office, Hungary, grant K132642 (IW) ===NEMAR-SEP=== National Research, Development and Innovation Office, Hungary, grant PD123790 (BT)",,
Liz,ds003104,n/a,,FALSE,,,No,1,,0 TB,12,1,0,,.fif,"MEG, MRI",n/a,,X,,X,,,,,,,,,,,,,,,,,other,306,,,,1,,,1,,continuous,,,,,somato,,1.4.0,Espoo,Finland,Y,Y,2020-08-31 7:30:43,Richard Höchenberger,,10.18112/openneuro.ds003104.v1.0.0,https://mne.tools/stable/overview/datasets\_index.html#somatosensory,CC0,TRUE,,,
Peter,ds005241,n/a,,n/a,,,No,24,,140.5 GB,554,3,0,healthy,.fif,MEG,n/a,,X,,,,,,,,,,,,,,,,,,,n/a,207,,,,,,,,32,continuous,,,,,"lexicaldecision, localizer",,1.7.0,New York,USA,Y,N,2024-06-12 15:58:04,Amilleah Rodriguez,,doi:10.18112/openneuro.ds005241.v1.1.0,,CC0,FALSE,New York University Abu Dhabi Institute Grant G1001,,
Liz,ds003483,n/a,,FALSE,,,No,21,,0.026 TB,209,1,2,,.fif,MEG,n/a,,X,,,,,,,,,,,,,,,,,,,other,0.306,,,,,,,,,continuous,,,Reasoning,,"induction, deduction",,BIDS 1.2.0,Madrid,Spain,N,N,2021-01-24 10:37:19,Luis Fernando Antón Toro,,10.18112/openneuro.ds003483.v1.0.2,,CC0,TRUE,,,
Liz,ds003352,Please use the checkmaxfilter option before processing the dataset. The reason this dataset does not have statistics is because it cannot be processed automatically (the checkmaxfilter option is not used for automated processing). See https://github.com/fieldtrip/fieldtrip/issues/2373 and https://github.com/fieldtrip/fieldtrip/issues/2372),,FALSE,,,No,18,17-26,0.23 TB,629,2,5,,.fif,MEG,n/a,,X,,,,,,,,,,,,,,,,,,,other,306,,,,,,,1,6,continuous,Visual,Visual,,,ColorSpirals,,1.2.2,California,United States,Y,Y,2020-11-03 21:07:28,Conway Lab,,10.18112/openneuro.ds003352.v1.0.0,"Appelhoff, S., Sanderson, M., Brooks, T., Vliet, M., Quentin, R., Holdgraf, C., Chaumon, M., Mikulan, E., Tavabi, K., Höchenberger, R., Welke, D., Brunner, C., Rockhill, A., Larson, E., Gramfort, A. and Jas, M. (2019). MNE-BIDS: Organizing electrophysiological data into the BIDS format and facilitating their analysis. Journal of Open Source Software 4: (1896). https://doi.org/10.21105/joss.01896 ===NEMAR-SEP=== Holdgraf, C., Appelhoff, S., Bickel, S., Bouchard, K., D'Ambrosio, S., David, O., … Hermes, D. (2019). iEEG-BIDS, extending the Brain Imaging Data Structure specification to human intracranial electrophysiology. Scientific Data, 6, 102. https://doi.org/10.1038/s41597-019-0105-7",CC0,TRUE,,,
